STRUCT_ID,AREA_SQ_FT,SOURCE,MAPPING_METHOD,PARCEL_LOC_ID,PARCEL_POLY_TYPE,PARCEL_MAP_NO,PARCEL_TOWN_ID,LOCAL_ID,OFFICIAL_PAR_ID
230735_900578,420.69151139,City of Boston,OFFICIAL_LOCAL_ID,F_756975_2954646,FEE,21.0,35.0,Bos_2100497000_B1,2100497000.0
230531_900537,1904.28077971,City of Boston,OFFICIAL_LOCAL_ID,F_756328_2954512,FEE,21.0,35.0,Bos_2100522000_B0,2100522000.0
229004_900139,2037.82179449,City of Boston,OFFICIAL_LOCAL_ID,F_751327_2953199,FEE,22.0,35.0,Bos_2202309000_B0,2202309000.0
228902_900379,2217.53119526,City of Boston,OFFICIAL_LOCAL_ID,F_750992_2953991,FEE,22.0,35.0,Bos_2202222000_B0,2202222000.0
229085_900459,1280.71553674,City of Boston,OFFICIAL_LOCAL_ID,F_751595_2954250,FEE,22.0,35.0,Bos_2202094000_B0,2202094000.0
229086_900538,1107.22935368,City of Boston,OFFICIAL_LOCAL_ID,F_751588_2954513,FEE,22.0,35.0,Bos_2202131000_B0,2202131000.0
228874_900568,1185.6298709,City of Boston,OFFICIAL_LOCAL_ID,F_750918_2954605,FEE,22.0,35.0,Bos_2202176000_B0,2202176000.0
228877_900390,1739.12262092,City of Boston,OFFICIAL_LOCAL_ID,F_750907_2954019,FEE,22.0,35.0,Bos_2202220000_B0,2202220000.0
229028_900466,1174.8087847,City of Boston,OFFICIAL_LOCAL_ID,F_751407_2954279,FEE,22.0,35.0,Bos_2202082000_B0,2202082000.0
229144_900577,3061.28011858,City of Boston,OFFICIAL_LOCAL_ID,F_751849_2954506,FEE,22.0,35.0,Bos_2202114000_B4,2202114000.0
229088_900579,1486.19223216,City of Boston,OFFICIAL_LOCAL_ID,F_751563_2954636,FEE,22.0,35.0,Bos_2202128000_B1,2202128000.0
228985_900640,6055.50077188,City of Boston,OFFICIAL_LOCAL_ID,F_751249_2954787,FEE,22.0,35.0,Bos_2202155000_B0,2202155000.0
228910_900607,1255.24384144,City of Boston,OFFICIAL_LOCAL_ID,F_750992_2954744,FEE,22.0,35.0,Bos_2202182000_B0,2202182000.0
228905_900310,920.82600261,City of Boston,OFFICIAL_LOCAL_ID,F_751008_2953763,FEE,22.0,35.0,Bos_2202243000_B0,2202243000.0
229044_900265,1584.66140453,City of Boston,OFFICIAL_LOCAL_ID,F_751440_2953578,FEE,22.0,35.0,Bos_2202256000_B0,2202256000.0
228756_900253,1452.17223734,City of Boston,OFFICIAL_LOCAL_ID,F_750502_2953549,FEE,22.0,35.0,Bos_2202291000_B0,2202291000.0
228840_900216,1873.22528474,City of Boston,OFFICIAL_LOCAL_ID,F_750771_2953422,FEE,22.0,35.0,Bos_2202297000_B0,2202297000.0
229844_899796,5554.31732815,City of Boston,OFFICIAL_LOCAL_ID,F_754110_2952062,FEE,21.0,35.0,Bos_2101434000_B0,2101434000.0
230065_900232,4142.92742091,City of Boston,OFFICIAL_LOCAL_ID,F_754840_2953480,FEE,21.0,35.0,Bos_2100947000_B0,2100947000.0
229544_900354,1049.61566012,City of Boston,OFFICIAL_LOCAL_ID,F_753096_2953912,FEE,21.0,35.0,Bos_2101323000_B0,2101323000.0
228662_899873,5201.41315797,City of Boston,OFFICIAL_LOCAL_ID,F_750190_2952328,FEE,22.0,35.0,Bos_2205499000_B0,2205499000.0
228609_899828,1466.55409205,City of Boston,OFFICIAL_LOCAL_ID,F_750064_2952160,FEE,22.0,35.0,Bos_2205495000_B0,2205495000.0
228756_899870,11792.56038516,City of Boston,OFFICIAL_LOCAL_ID,F_750423_2952324,FEE,22.0,35.0,Bos_2205503000_B0,2205503000.0
228195_898881,1587.29574606,City of Boston,OFFICIAL_LOCAL_ID,F_748672_2949079,FEE,22.0,35.0,Bos_2205080000_B0,2205080000.0
228121_898945,1791.8451207,City of Boston,OFFICIAL_LOCAL_ID,F_748434_2949292,FEE,22.0,35.0,Bos_2205094000_B0,2205094000.0
230270_900136,3941.11872786,City of Boston,OFFICIAL_LOCAL_ID,F_755480_2953192,FEE,21.0,35.0,Bos_2100882000_B0,2100882000.0
230174_900206,3776.83436713,City of Boston,OFFICIAL_LOCAL_ID,F_755157_2953447,FEE,21.0,35.0,Bos_2100917000_B0,2100917000.0
229274_899069,5089.6300355,City of Boston,OFFICIAL_LOCAL_ID,F_752244_2949706,FEE,21.0,35.0,Bos_2102013000_B0,2102013000.0
230821_900998,1173.97785109,City of Boston,OFFICIAL_LOCAL_ID,F_757282_2956027,FEE,22.0,35.0,Bos_2200018000_B0,2200018000.0
229911_900250,2021.86470946,City of Boston,OFFICIAL_LOCAL_ID,F_754327_2953562,FEE,21.0,35.0,Bos_2101151000_B0,2101151000.0
230469_900996,1574.00071418,City of Boston,OFFICIAL_LOCAL_ID,F_756126_2956007,FEE,22.0,35.0,Bos_2201545000_B0,2201545000.0
230246_900217,3033.5171355,City of Boston,OFFICIAL_LOCAL_ID,F_755397_2953493,FEE,21.0,35.0,Bos_2100885000_B1,2100885000.0
228290_900352,1518.16522217,City of Boston,OFFICIAL_LOCAL_ID,F_748981_2953895,FEE,22.0,35.0,Bos_2204260000_B0,2204260000.0
228440_898953,2649.58772671,City of Boston,OFFICIAL_LOCAL_ID,F_749469_2949314,FEE,21.0,35.0,Bos_2102514000_B0,2102514000.0
230439_900254,1384.48502089,City of Boston,OFFICIAL_LOCAL_ID,F_756012_2953572,FEE,21.0,35.0,Bos_2100853000_B0,2100853000.0
230308_900083,10357.32913527,City of Boston,OFFICIAL_LOCAL_ID,F_755531_2952963,FEE,21.0,35.0,Bos_2100873000_B0,2100873000.0
229657_899730,1614.30654152,City of Boston,OFFICIAL_LOCAL_ID,F_753470_2951871,FEE,21.0,35.0,Bos_2101816000_B0,2101816000.0
232971_899279,5806.69980787,City of Boston,OFFICIAL_LOCAL_ID,F_764333_2950379,FEE,21.0,35.0,Bos_2100038000_B0,2100038000.0
229766_899280,1735.28889745,City of Boston,OFFICIAL_LOCAL_ID,F_753816_2950384,FEE,21.0,35.0,Bos_2101630000_B0,2101630000.0
229264_899173,10464.65725316,City of Boston,OFFICIAL_LOCAL_ID,F_752162_2950057,FEE,21.0,35.0,Bos_2101929000_B0,2101929000.0
230842_901272,12095.9415195,City of Boston,OFFICIAL_LOCAL_ID,F_757402_2957075,FEE,22.0,35.0,Bos_2200150000_B0,2200150000.0
227260_900197,1528.09820491,City of Boston,OFFICIAL_LOCAL_ID,F_745593_2953381,FEE,22.0,35.0,Bos_2203396000_B0,2203396000.0
227694_900209,1367.17908922,City of Boston,OFFICIAL_LOCAL_ID,F_747024_2953428,FEE,22.0,35.0,Bos_2203850000_B0,2203850000.0
227598_900122,1525.40207185,City of Boston,OFFICIAL_LOCAL_ID,F_746715_2953144,FEE,22.0,35.0,Bos_2203838000_B0,2203838000.0
227591_900073,1496.7986934,City of Boston,OFFICIAL_LOCAL_ID,F_746695_2952985,FEE,22.0,35.0,Bos_2203830000_B0,2203830000.0
229997_900040,1715.06507912,City of Boston,OFFICIAL_LOCAL_ID,F_754584_2952881,FEE,21.0,35.0,Bos_2100992000_B0,2100992000.0
227641_900328,1787.02311397,City of Boston,OFFICIAL_LOCAL_ID,F_746853_2953812,FEE,22.0,35.0,Bos_2203224000_B0,2203224000.0
227673_900306,465.36512064,City of Boston,OFFICIAL_LOCAL_ID,F_746949_2953780,FEE,22.0,35.0,Bos_2203226000_B1,2203226000.0
230275_900061,6791.29748799,City of Boston,OFFICIAL_LOCAL_ID,F_755531_2952963,FEE,21.0,35.0,Bos_2100873000_B1,2100873000.0
230239_900041,2877.06513345,City of Boston,OFFICIAL_LOCAL_ID,F_755531_2952963,FEE,21.0,35.0,Bos_2100873000_B2,2100873000.0
230140_900016,1402.99434803,City of Boston,OFFICIAL_LOCAL_ID,F_755050_2952784,FEE,21.0,35.0,Bos_2100982000_B0,2100982000.0
227612_900036,4226.77776065,City of Boston,OFFICIAL_LOCAL_ID,F_746762_2952845,FEE,22.0,35.0,Bos_2203827000_B0,2203827000.0
227622_900057,3257.15639254,City of Boston,OFFICIAL_LOCAL_ID,F_746769_2952932,FEE,22.0,35.0,Bos_2203826000_B0,2203826000.0
227255_899969,1270.76637748,City of Boston,OFFICIAL_LOCAL_ID,F_745580_2952659,FEE,22.0,35.0,Bos_2203774000_B0,2203774000.0
228064_898917,2387.48895569,City of Boston,OFFICIAL_LOCAL_ID,F_748251_2949219,FEE,22.0,35.0,Bos_2205089000_B0,2205089000.0
228328_899144,1134.04071767,City of Boston,OFFICIAL_LOCAL_ID,F_749112_2949945,FEE,22.0,35.0,Bos_2205149000_B0,2205149000.0
228920_900529,2130.39490454,City of Boston,OFFICIAL_LOCAL_ID,F_751016_2954474,FEE,22.0,35.0,Bos_2202188010_B0,2202188010.0
228303_899121,1047.26341776,City of Boston,OFFICIAL_LOCAL_ID,F_749029_2949858,FEE,22.0,35.0,Bos_2205116000_B0,2205116000.0
230830_900552,920.49765837,City of Boston,OFFICIAL_LOCAL_ID,F_757308_2954560,FEE,21.0,35.0,Bos_2100489000_B0,2100489000.0
230908_900511,1766.34462553,City of Boston,OFFICIAL_LOCAL_ID,F_757573_2954428,FEE,21.0,35.0,Bos_2100418000_B0,2100418000.0
231097_900301,15205.97162356,City of Boston,OFFICIAL_LOCAL_ID,F_758180_2953738,FEE,21.0,35.0,Bos_2100472000_B0,2100472000.0
227997_900401,1715.04578722,City of Boston,OFFICIAL_LOCAL_ID,F_748014_2954047,FEE,22.0,35.0,Bos_2203083000_B0,2203083000.0
227909_900382,1535.11350816,City of Boston,OFFICIAL_LOCAL_ID,F_747724_2954011,FEE,22.0,35.0,Bos_2203097000_B0,2203097000.0
228657_900448,1146.58607266,City of Boston,OFFICIAL_LOCAL_ID,F_750187_2954213,FEE,22.0,35.0,Bos_2202572009_B0,2202572009.0
230446_900419,11914.9870672,City of Boston,OFFICIAL_LOCAL_ID,F_756051_2954192,FEE,21.0,35.0,Bos_2100653000_B0,2100653000.0
230266_901471,1366.78244639,City of Boston,OFFICIAL_LOCAL_ID,,,,,Bos_2201008000_B0,2201008000.0
230250_901388,2131.08968768,City of Boston,OFFICIAL_LOCAL_ID,,,,,Bos_2201015000_B0,2201015000.0
232518_899812,5586.57307344,City of Boston,OFFICIAL_LOCAL_ID,F_762859_2952130,FEE,21.0,35.0,Bos_2100271000_B0,2100271000.0
232491_899973,961.58172076,City of Boston,OFFICIAL_LOCAL_ID,F_762761_2952639,FEE,21.0,35.0,Bos_2100325000_B0,2100325000.0
232881_899901,7142.74329953,City of Boston,OFFICIAL_LOCAL_ID,F_764043_2952435,FEE,21.0,35.0,Bos_2100351000_B0,2100351000.0
231276_900450,66075.36705199,City of Boston,OFFICIAL_LOCAL_ID,F_758987_2954008,FEE,21.0,35.0,Bos_2100402000_B0,2100402000.0
230874_900531,821.27190622,City of Boston,OFFICIAL_LOCAL_ID,F_757459_2954451,FEE,21.0,35.0,Bos_2100429000_B1,2100429000.0
230493_900640,23911.21889055,City of Boston,OFFICIAL_LOCAL_ID,F_756291_2954787,FEE,21.0,35.0,Bos_2100456000_B0,2100456000.0
230803_900550,1378.80403763,City of Boston,OFFICIAL_LOCAL_ID,F_757231_2954550,FEE,21.0,35.0,Bos_2100486000_B0,2100486000.0
228002_900359,1433.88004504,City of Boston,OFFICIAL_LOCAL_ID,F_748038_2953938,FEE,22.0,35.0,Bos_2203091000_B0,2203091000.0
227980_900404,1907.9144152,City of Boston,OFFICIAL_LOCAL_ID,F_747963_2954058,FEE,22.0,35.0,Bos_2203082000_B0,2203082000.0
228656_900086,4713.18267052,City of Boston,OFFICIAL_LOCAL_ID,F_750227_2953058,FEE,22.0,35.0,Bos_2202373000_B1,2202373000.0
228677_899924,3756.31671507,City of Boston,OFFICIAL_LOCAL_ID,F_750255_2952531,FEE,22.0,35.0,Bos_2202393000_B0,2202393000.0
228962_900159,2246.14035714,City of Boston,OFFICIAL_LOCAL_ID,F_751183_2953237,FEE,22.0,35.0,Bos_2202306000_B0,2202306000.0
228842_900138,2662.45007455,City of Boston,OFFICIAL_LOCAL_ID,F_750795_2953208,FEE,22.0,35.0,Bos_2202319001_B0,2202319001.0
228923_899968,2068.47612534,City of Boston,OFFICIAL_LOCAL_ID,F_751057_2952650,FEE,22.0,35.0,Bos_2202330001_B0,2202330001.0
228815_900038,1691.82940887,City of Boston,OFFICIAL_LOCAL_ID,F_750712_2952864,FEE,22.0,35.0,Bos_2202345000_B0,2202345000.0
228738_900034,1527.59224636,City of Boston,OFFICIAL_LOCAL_ID,F_750460_2952851,FEE,22.0,35.0,Bos_2202362000_B0,2202362000.0
230259_900473,1609.22903555,City of Boston,OFFICIAL_LOCAL_ID,F_755439_2954309,FEE,21.0,35.0,Bos_2100721000_B0,2100721000.0
230080_900417,5978.33102066,City of Boston,OFFICIAL_LOCAL_ID,F_754852_2954106,FEE,21.0,35.0,Bos_2100739000_B0,2100739000.0
230746_900210,1839.96884284,City of Boston,OFFICIAL_LOCAL_ID,F_757057_2953432,FEE,21.0,35.0,Bos_2100758000_B0,2100758000.0
230363_900573,1234.48864904,City of Boston,OFFICIAL_LOCAL_ID,F_755793_2954625,FEE,21.0,35.0,Bos_2100700000_B0,2100700000.0
230247_900580,1592.48772409,City of Boston,OFFICIAL_LOCAL_ID,F_755389_2954643,FEE,21.0,35.0,Bos_2100714000_B0,2100714000.0
230202_900398,8121.27542245,City of Boston,OFFICIAL_LOCAL_ID,F_755238_2954043,FEE,21.0,35.0,Bos_2100734000_B0,2100734000.0
230082_900482,1664.89140416,City of Boston,OFFICIAL_LOCAL_ID,F_754878_2954321,FEE,21.0,35.0,Bos_2100706000_B1,2100706000.0
230128_900496,6766.84816975,City of Boston,OFFICIAL_LOCAL_ID,F_755004_2954367,FEE,21.0,35.0,Bos_2100707000_B0,2100707000.0
230776_900240,24199.75563385,City of Boston,OFFICIAL_LOCAL_ID,F_757213_2953503,FEE,21.0,35.0,Bos_2100745000_B0,2100745000.0
228516_900348,1235.01727208,City of Boston,OFFICIAL_LOCAL_ID,F_749736_2953880,FEE,22.0,35.0,Bos_2202512000_B0,2202512000.0
228481_900468,247.85179144,City of Boston,OFFICIAL_LOCAL_ID,F_749620_2954313,FEE,22.0,35.0,Bos_2202520000_B1,2202520000.0
228716_900580,1493.466775,City of Boston,OFFICIAL_LOCAL_ID,F_750373_2954636,FEE,22.0,35.0,Bos_2202544000_B0,2202544000.0
229639_901082,246.12811259,City of Boston,OFFICIAL_LOCAL_ID,F_753432_2956280,FEE,22.0,35.0,Bos_2200919000_B0,2200919000.0
230304_900039,1702.28348922,City of Boston,OFFICIAL_LOCAL_ID,F_755590_2952874,FEE,21.0,35.0,Bos_2100865001_B0,2100865001.0
230439_900226,1370.77429014,City of Boston,OFFICIAL_LOCAL_ID,F_756018_2953475,FEE,21.0,35.0,Bos_2100855000_B0,2100855000.0
