NAME,median_income,state,county,tract
Census Tract 101; Barnstable County; Massachusetts,104500.0,25,001,010100
Census Tract 6332; Bristol County; Massachusetts,142439.0,25,005,633200
Census Tract 6401; Bristol County; Massachusetts,80197.0,25,005,640100
Census Tract 6402.01; Bristol County; Massachusetts,48453.0,25,005,640201
Census Tract 6402.02; Bristol County; Massachusetts,35413.0,25,005,640202
Census Tract 6403; Bristol County; Massachusetts,75671.0,25,005,640300
Census Tract 6404; Bristol County; Massachusetts,60538.0,25,005,640400
Census Tract 6405; Bristol County; Massachusetts,48664.0,25,005,640500
Census Tract 6406; Bristol County; Massachusetts,43783.0,25,005,640600
Census Tract 6407; Bristol County; Massachusetts,74236.0,25,005,640700
Census Tract 6408; Bristol County; Massachusetts,68087.0,25,005,640800
Census Tract 6409.01; Bristol County; Massachusetts,47315.0,25,005,640901
Census Tract 6410; Bristol County; Massachusetts,31385.0,25,005,641000
Census Tract 6411.01; Bristol County; Massachusetts,24069.0,25,005,641101
Census Tract 6412; Bristol County; Massachusetts,36484.0,25,005,641200
Census Tract 6413; Bristol County; Massachusetts,39421.0,25,005,641300
Census Tract 6414; Bristol County; Massachusetts,29866.0,25,005,641400
Census Tract 6415; Bristol County; Massachusetts,53963.0,25,005,641500
Census Tract 6416; Bristol County; Massachusetts,52468.0,25,005,641600
Census Tract 6417; Bristol County; Massachusetts,66335.0,25,005,641700
Census Tract 6418; Bristol County; Massachusetts,58090.0,25,005,641800
Census Tract 6419; Bristol County; Massachusetts,55354.0,25,005,641900
Census Tract 6420; Bristol County; Massachusetts,50222.0,25,005,642000
Census Tract 6421; Bristol County; Massachusetts,48750.0,25,005,642100
Census Tract 6422; Bristol County; Massachusetts,64432.0,25,005,642200
Census Tract 6423; Bristol County; Massachusetts,121250.0,25,005,642300
Census Tract 6424; Bristol County; Massachusetts,77411.0,25,005,642400
Census Tract 6425; Bristol County; Massachusetts,106875.0,25,005,642500
Census Tract 6441.01; Bristol County; Massachusetts,110590.0,25,005,644101
Census Tract 6441.02; Bristol County; Massachusetts,113005.0,25,005,644102
Census Tract 6442; Bristol County; Massachusetts,118333.0,25,005,644200
Census Tract 6451.01; Bristol County; Massachusetts,115556.0,25,005,645101
Census Tract 6451.02; Bristol County; Massachusetts,122500.0,25,005,645102
Census Tract 6451.03; Bristol County; Massachusetts,109688.0,25,005,645103
Census Tract 6461.01; Bristol County; Massachusetts,87543.0,25,005,646101
Census Tract 6461.03; Bristol County; Massachusetts,115588.0,25,005,646103
Census Tract 6461.04; Bristol County; Massachusetts,116058.0,25,005,646104
Census Tract 6501.01; Bristol County; Massachusetts,88772.0,25,005,650101
Census Tract 6501.02; Bristol County; Massachusetts,67813.0,25,005,650102
Census Tract 6502.01; Bristol County; Massachusetts,106230.0,25,005,650201
Census Tract 6502.02; Bristol County; Massachusetts,76500.0,25,005,650202
Census Tract 6503; Bristol County; Massachusetts,86667.0,25,005,650300
Census Tract 6504; Bristol County; Massachusetts,60179.0,25,005,650400
Census Tract 6505; Bristol County; Massachusetts,60060.0,25,005,650500
Census Tract 6506; Bristol County; Massachusetts,41903.0,25,005,650600
Census Tract 6507; Bristol County; Massachusetts,27519.0,25,005,650700
Census Tract 6508; Bristol County; Massachusetts,40104.0,25,005,650800
Census Tract 6509; Bristol County; Massachusetts,36431.0,25,005,650900
Census Tract 6510.01; Bristol County; Massachusetts,82692.0,25,005,651001
Census Tract 6510.02; Bristol County; Massachusetts,87543.0,25,005,651002
Census Tract 6511; Bristol County; Massachusetts,57909.0,25,005,651100
Census Tract 6512; Bristol County; Massachusetts,57331.0,25,005,651200
Census Tract 6513; Bristol County; Massachusetts,36339.0,25,005,651300
Census Tract 6514; Bristol County; Massachusetts,55673.0,25,005,651400
Census Tract 6515; Bristol County; Massachusetts,72708.0,25,005,651500
Census Tract 6516; Bristol County; Massachusetts,70377.0,25,005,651600
Census Tract 6517; Bristol County; Massachusetts,28632.0,25,005,651700
Census Tract 6518; Bristol County; Massachusetts,17556.0,25,005,651800
Census Tract 6519; Bristol County; Massachusetts,30000.0,25,005,651900
Census Tract 6520; Bristol County; Massachusetts,51441.0,25,005,652000
Census Tract 6521; Bristol County; Massachusetts,71686.0,25,005,652100
Census Tract 6522; Bristol County; Massachusetts,75284.0,25,005,652200
Census Tract 6523; Bristol County; Massachusetts,44696.0,25,005,652300
Census Tract 6524; Bristol County; Massachusetts,42203.0,25,005,652400
Census Tract 6525; Bristol County; Massachusetts,53671.0,25,005,652500
Census Tract 6526; Bristol County; Massachusetts,41094.0,25,005,652600
Census Tract 6527; Bristol County; Massachusetts,37261.0,25,005,652700
Census Tract 6528; Bristol County; Massachusetts,85960.0,25,005,652800
Census Tract 6531.01; Bristol County; Massachusetts,76324.0,25,005,653101
Census Tract 6531.02; Bristol County; Massachusetts,136709.0,25,005,653102
Census Tract 6532.03; Bristol County; Massachusetts,71830.0,25,005,653203
Census Tract 6532.04; Bristol County; Massachusetts,128618.0,25,005,653204
Census Tract 6533.01; Bristol County; Massachusetts,121413.0,25,005,653301
Census Tract 6533.04; Bristol County; Massachusetts,124875.0,25,005,653304
Census Tract 6541; Bristol County; Massachusetts,103393.0,25,005,654100
Census Tract 6542; Bristol County; Massachusetts,78514.0,25,005,654200
Census Tract 6551; Bristol County; Massachusetts,110603.0,25,005,655100
Census Tract 6552; Bristol County; Massachusetts,66042.0,25,005,655200
Census Tract 6553; Bristol County; Massachusetts,72215.0,25,005,655300
Census Tract 6554; Bristol County; Massachusetts,102083.0,25,005,655400
Census Tract 9855; Bristol County; Massachusetts,116000.0,25,005,985500
Census Tract 9856; Bristol County; Massachusetts,128889.0,25,005,985600
Census Tract 9900; Bristol County; Massachusetts,-666666666.0,25,005,990000
Census Tract 2001; Dukes County; Massachusetts,70724.0,25,007,200100
Census Tract 2002; Dukes County; Massachusetts,117927.0,25,007,200200
Census Tract 2003; Dukes County; Massachusetts,89710.0,25,007,200300
Census Tract 2004; Dukes County; Massachusetts,169526.0,25,007,200400
Census Tract 9900; Dukes County; Massachusetts,-666666666.0,25,007,990000
Census Tract 2011; Essex County; Massachusetts,111004.0,25,009,201100
Census Tract 2021.01; Essex County; Massachusetts,127639.0,25,009,202101
Census Tract 2021.03; Essex County; Massachusetts,121250.0,25,009,202103
Census Tract 2021.04; Essex County; Massachusetts,82692.0,25,009,202104
Census Tract 2022; Essex County; Massachusetts,194135.0,25,009,202200
Census Tract 2031; Essex County; Massachusetts,221125.0,25,009,203100
Census Tract 2032; Essex County; Massachusetts,177031.0,25,009,203200
Census Tract 2033.01; Essex County; Massachusetts,130261.0,25,009,203301
Census Tract 2033.02; Essex County; Massachusetts,151675.0,25,009,203302
Census Tract 2041.01; Essex County; Massachusetts,98453.0,25,009,204101
Census Tract 2041.02; Essex County; Massachusetts,92813.0,25,009,204102
Census Tract 2042; Essex County; Massachusetts,86845.0,25,009,204200
Census Tract 2043; Essex County; Massachusetts,52250.0,25,009,204300
Census Tract 2044; Essex County; Massachusetts,84041.0,25,009,204400
Census Tract 2045; Essex County; Massachusetts,111402.0,25,009,204500
Census Tract 2046; Essex County; Massachusetts,93657.0,25,009,204600
Census Tract 2047.01; Essex County; Massachusetts,72138.0,25,009,204701
Census Tract 2047.02; Essex County; Massachusetts,98299.0,25,009,204702
Census Tract 2051; Essex County; Massachusetts,90671.0,25,009,205100
Census Tract 2052; Essex County; Massachusetts,103375.0,25,009,205200
Census Tract 2053; Essex County; Massachusetts,104938.0,25,009,205300
Census Tract 2054; Essex County; Massachusetts,120823.0,25,009,205400
Census Tract 2055; Essex County; Massachusetts,71594.0,25,009,205500
Census Tract 2056; Essex County; Massachusetts,74194.0,25,009,205600
Census Tract 2057; Essex County; Massachusetts,102665.0,25,009,205700
Census Tract 2058; Essex County; Massachusetts,70867.0,25,009,205800
Census Tract 2059; Essex County; Massachusetts,95388.0,25,009,205900
Census Tract 2060; Essex County; Massachusetts,49293.0,25,009,206000
Census Tract 2061; Essex County; Massachusetts,62464.0,25,009,206100
Census Tract 2062; Essex County; Massachusetts,70952.0,25,009,206200
Census Tract 2063; Essex County; Massachusetts,88214.0,25,009,206300
Census Tract 2064; Essex County; Massachusetts,98542.0,25,009,206400
Census Tract 2065; Essex County; Massachusetts,41906.0,25,009,206500
Census Tract 2066; Essex County; Massachusetts,85429.0,25,009,206600
Census Tract 2067; Essex County; Massachusetts,70172.0,25,009,206700
Census Tract 2068; Essex County; Massachusetts,35313.0,25,009,206800
Census Tract 2069; Essex County; Massachusetts,22158.0,25,009,206900
Census Tract 2070; Essex County; Massachusetts,26899.0,25,009,207000
Census Tract 2071; Essex County; Massachusetts,112273.0,25,009,207100
Census Tract 2072; Essex County; Massachusetts,45385.0,25,009,207200
Census Tract 2081.01; Essex County; Massachusetts,100893.0,25,009,208101
Census Tract 2081.02; Essex County; Massachusetts,113938.0,25,009,208102
Census Tract 2082; Essex County; Massachusetts,97847.0,25,009,208200
Census Tract 2083.01; Essex County; Massachusetts,84725.0,25,009,208301
Census Tract 2083.02; Essex County; Massachusetts,101261.0,25,009,208302
Census Tract 2084.01; Essex County; Massachusetts,114706.0,25,009,208401
Census Tract 2084.02; Essex County; Massachusetts,130420.0,25,009,208402
Census Tract 2091; Essex County; Massachusetts,144476.0,25,009,209100
Census Tract 2092; Essex County; Massachusetts,186094.0,25,009,209200
Census Tract 2101; Essex County; Massachusetts,139195.0,25,009,210100
Census Tract 2102; Essex County; Massachusetts,130790.0,25,009,210200
Census Tract 2103.01; Essex County; Massachusetts,69946.0,25,009,210301
Census Tract 2103.02; Essex County; Massachusetts,113256.0,25,009,210302
Census Tract 2104.01; Essex County; Massachusetts,73966.0,25,009,210401
Census Tract 2104.02; Essex County; Massachusetts,101777.0,25,009,210402
Census Tract 2105; Essex County; Massachusetts,141761.0,25,009,210500
Census Tract 2106; Essex County; Massachusetts,93618.0,25,009,210600
Census Tract 2107; Essex County; Massachusetts,61320.0,25,009,210700
Census Tract 2108; Essex County; Massachusetts,68952.0,25,009,210800
Census Tract 2109; Essex County; Massachusetts,78363.0,25,009,210900
Census Tract 2111; Essex County; Massachusetts,106161.0,25,009,211100
Census Tract 2112.01; Essex County; Massachusetts,128864.0,25,009,211201
Census Tract 2112.02; Essex County; Massachusetts,99375.0,25,009,211202
Census Tract 2113; Essex County; Massachusetts,127726.0,25,009,211300
Census Tract 2114.01; Essex County; Massachusetts,104943.0,25,009,211401
Census Tract 2114.02; Essex County; Massachusetts,127462.0,25,009,211402
Census Tract 2121.01; Essex County; Massachusetts,176068.0,25,009,212101
Census Tract 2121.02; Essex County; Massachusetts,155027.0,25,009,212102
Census Tract 2131; Essex County; Massachusetts,192605.0,25,009,213100
Census Tract 2141; Essex County; Massachusetts,176698.0,25,009,214100
Census Tract 2151.01; Essex County; Massachusetts,123674.0,25,009,215101
Census Tract 2151.02; Essex County; Massachusetts,145116.0,25,009,215102
Census Tract 2161; Essex County; Massachusetts,187652.0,25,009,216100
Census Tract 2171.01; Essex County; Massachusetts,137153.0,25,009,217101
Census Tract 2171.02; Essex County; Massachusetts,91396.0,25,009,217102
Census Tract 2172.01; Essex County; Massachusetts,119196.0,25,009,217201
Census Tract 2172.02; Essex County; Massachusetts,135000.0,25,009,217202
Census Tract 2173; Essex County; Massachusetts,92261.0,25,009,217300
Census Tract 2174.01; Essex County; Massachusetts,67926.0,25,009,217401
Census Tract 2174.02; Essex County; Massachusetts,84141.0,25,009,217402
Census Tract 2175; Essex County; Massachusetts,117917.0,25,009,217500
Census Tract 2176.01; Essex County; Massachusetts,121944.0,25,009,217601
Census Tract 2176.02; Essex County; Massachusetts,229938.0,25,009,217602
Census Tract 2181; Essex County; Massachusetts,197875.0,25,009,218100
Census Tract 2201.01; Essex County; Massachusetts,93571.0,25,009,220101
Census Tract 2201.02; Essex County; Massachusetts,92898.0,25,009,220102
Census Tract 2211; Essex County; Massachusetts,90335.0,25,009,221100
Census Tract 2213; Essex County; Massachusetts,116154.0,25,009,221300
Census Tract 2214; Essex County; Massachusetts,70707.0,25,009,221400
Census Tract 2215; Essex County; Massachusetts,53654.0,25,009,221500
Census Tract 2216; Essex County; Massachusetts,59205.0,25,009,221600
Census Tract 2217; Essex County; Massachusetts,75795.0,25,009,221700
Census Tract 2218; Essex County; Massachusetts,116458.0,25,009,221800
Census Tract 2219.01; Essex County; Massachusetts,118472.0,25,009,221901
Census Tract 2219.02; Essex County; Massachusetts,99813.0,25,009,221902
Census Tract 2221; Essex County; Massachusetts,152371.0,25,009,222100
Census Tract 2231; Essex County; Massachusetts,132182.0,25,009,223100
Census Tract 2232; Essex County; Massachusetts,90694.0,25,009,223200
Census Tract 2233; Essex County; Massachusetts,146144.0,25,009,223300
Census Tract 2501; Essex County; Massachusetts,32629.0,25,009,250100
Census Tract 2502; Essex County; Massachusetts,88403.0,25,009,250200
Census Tract 2503; Essex County; Massachusetts,57260.0,25,009,250300
Census Tract 2504; Essex County; Massachusetts,53074.0,25,009,250400
Census Tract 2505; Essex County; Massachusetts,60132.0,25,009,250500
Census Tract 2506; Essex County; Massachusetts,54925.0,25,009,250600
Census Tract 2507; Essex County; Massachusetts,58471.0,25,009,250700
Census Tract 2508; Essex County; Massachusetts,73442.0,25,009,250800
Census Tract 2509; Essex County; Massachusetts,38316.0,25,009,250900
Census Tract 2510; Essex County; Massachusetts,39327.0,25,009,251000
Census Tract 2511; Essex County; Massachusetts,22746.0,25,009,251100
Census Tract 2512; Essex County; Massachusetts,28910.0,25,009,251200
Census Tract 2513; Essex County; Massachusetts,41098.0,25,009,251300
Census Tract 2514; Essex County; Massachusetts,52115.0,25,009,251400
Census Tract 2515; Essex County; Massachusetts,61042.0,25,009,251500
Census Tract 2516; Essex County; Massachusetts,66166.0,25,009,251600
Census Tract 2517; Essex County; Massachusetts,87459.0,25,009,251700
Census Tract 2518; Essex County; Massachusetts,76297.0,25,009,251800
Census Tract 2521.01; Essex County; Massachusetts,77270.0,25,009,252101
Census Tract 2521.02; Essex County; Massachusetts,147935.0,25,009,252102
Census Tract 2522.01; Essex County; Massachusetts,109650.0,25,009,252201
Census Tract 2522.02; Essex County; Massachusetts,111204.0,25,009,252202
Census Tract 2523; Essex County; Massachusetts,62569.0,25,009,252300
Census Tract 2524; Essex County; Massachusetts,79286.0,25,009,252400
Census Tract 2525.01; Essex County; Massachusetts,93648.0,25,009,252501
Census Tract 2525.02; Essex County; Massachusetts,96706.0,25,009,252502
Census Tract 2526.01; Essex County; Massachusetts,96317.0,25,009,252601
Census Tract 2526.02; Essex County; Massachusetts,121706.0,25,009,252602
Census Tract 2526.03; Essex County; Massachusetts,157961.0,25,009,252603
Census Tract 2531; Essex County; Massachusetts,101304.0,25,009,253100
Census Tract 2532.01; Essex County; Massachusetts,113854.0,25,009,253201
Census Tract 2532.02; Essex County; Massachusetts,87222.0,25,009,253202
Census Tract 2532.03; Essex County; Massachusetts,159469.0,25,009,253203
Census Tract 2532.04; Essex County; Massachusetts,166429.0,25,009,253204
Census Tract 2532.05; Essex County; Massachusetts,238750.0,25,009,253205
Census Tract 2541; Essex County; Massachusetts,135993.0,25,009,254100
Census Tract 2542; Essex County; Massachusetts,119648.0,25,009,254200
Census Tract 2543.01; Essex County; Massachusetts,232292.0,25,009,254301
Census Tract 2543.02; Essex County; Massachusetts,184063.0,25,009,254302
Census Tract 2544.01; Essex County; Massachusetts,176957.0,25,009,254401
Census Tract 2544.02; Essex County; Massachusetts,160364.0,25,009,254402
Census Tract 2544.03; Essex County; Massachusetts,232083.0,25,009,254403
Census Tract 2601; Essex County; Massachusetts,44372.0,25,009,260100
Census Tract 2602; Essex County; Massachusetts,52653.0,25,009,260200
Census Tract 2603.01; Essex County; Massachusetts,102946.0,25,009,260301
Census Tract 2603.02; Essex County; Massachusetts,151375.0,25,009,260302
Census Tract 2604.01; Essex County; Massachusetts,114327.0,25,009,260401
Census Tract 2604.02; Essex County; Massachusetts,105526.0,25,009,260402
Census Tract 2605; Essex County; Massachusetts,112750.0,25,009,260500
Census Tract 2606; Essex County; Massachusetts,83477.0,25,009,260600
Census Tract 2607; Essex County; Massachusetts,72981.0,25,009,260700
Census Tract 2608; Essex County; Massachusetts,63750.0,25,009,260800
Census Tract 2609; Essex County; Massachusetts,79643.0,25,009,260900
Census Tract 2610; Essex County; Massachusetts,94722.0,25,009,261000
Census Tract 2611.01; Essex County; Massachusetts,125841.0,25,009,261101
Census Tract 2611.02; Essex County; Massachusetts,115062.0,25,009,261102
Census Tract 2621; Essex County; Massachusetts,116477.0,25,009,262100
Census Tract 2631; Essex County; Massachusetts,189048.0,25,009,263100
Census Tract 2641; Essex County; Massachusetts,135521.0,25,009,264100
Census Tract 2651.01; Essex County; Massachusetts,135536.0,25,009,265101
Census Tract 2651.02; Essex County; Massachusetts,168906.0,25,009,265102
Census Tract 2661; Essex County; Massachusetts,101088.0,25,009,266100
Census Tract 2662; Essex County; Massachusetts,107232.0,25,009,266200
Census Tract 2663; Essex County; Massachusetts,112819.0,25,009,266300
Census Tract 2664; Essex County; Massachusetts,80313.0,25,009,266400
Census Tract 2671.02; Essex County; Massachusetts,122083.0,25,009,267102
Census Tract 2671.03; Essex County; Massachusetts,112546.0,25,009,267103
Census Tract 2671.04; Essex County; Massachusetts,83983.0,25,009,267104
Census Tract 2681; Essex County; Massachusetts,234167.0,25,009,268100
Census Tract 2682; Essex County; Massachusetts,123221.0,25,009,268200
Census Tract 2683; Essex County; Massachusetts,114097.0,25,009,268300
Census Tract 2684; Essex County; Massachusetts,148500.0,25,009,268400
Census Tract 2691; Essex County; Massachusetts,176196.0,25,009,269100
