res_id,age,ward_id,precinct_id,nearest_park_distance_meters,park_accessibility,has_park_accessibility_barrier
01HML2459000,66,22,1,292.96112391,Excellent (≤300m),False
01HMN1859000,66,22,6,161.77592226,Excellent (≤300m),False
01HMN2962000,63,22,1,292.96112391,Excellent (≤300m),False
01HMY0346000,79,22,10,212.86922411,Excellent (≤300m),False
01HMY0963000,62,21,6,357.65964657,Good (300-600m),False
01HOA0156000,69,22,12,14.75210816,Excellent (≤300m),False
01HPA1354000,71,22,12,37.23271362,Excellent (≤300m),False
01HPI1541003,84,21,10,33.14905354,Excellent (≤300m),False
01HPL1153000,72,21,5,118.25857814,Excellent (≤300m),False
01HPL2463004,62,22,1,88.87136541,Excellent (≤300m),False
01HRD1262000,63,22,2,189.77892477,Excellent (≤300m),False
01HSA0160242,64,22,10,394.99906932,Good (300-600m),False
01HSD1643000,82,21,16,19.07647339,Excellent (≤300m),False
01HSN1663000,62,22,4,12.29831209,Excellent (≤300m),False
01HSN1858000,67,21,16,13.13546365,Excellent (≤300m),False
01HTA0163002,62,21,14,421.70657567,Good (300-600m),False
01HTA1462000,63,21,11,172.28104485,Excellent (≤300m),False
01HTS0149005,76,22,10,210.83070823,Excellent (≤300m),False
01HTS2856000,69,21,12,152.13554758,Excellent (≤300m),False
01HTY0361001,64,21,7,44.99959312,Excellent (≤300m),False
01HYI1034000,91,22,12,83.41748808,Excellent (≤300m),False
01HYN0160040,75,21,13,20.95166333,Excellent (≤300m),False
01HZN2233000,92,21,12,84.87987914,Excellent (≤300m),False
01IEA1640000,85,21,13,192.28088908,Excellent (≤300m),False
01IFH0140000,85,21,13,169.37604015,Excellent (≤300m),False
01INA0528000,97,21,13,164.91038097,Excellent (≤300m),False
01IPR3053000,72,22,4,247.69425385,Excellent (≤300m),False
01JAR0160079,64,21,13,130.01472446,Excellent (≤300m),False
01JAY0160008,66,21,3,29.63905665,Excellent (≤300m),False
01JBA2255003,70,21,9,70.52090976,Excellent (≤300m),False
01JBE1863000,62,21,9,28.59968669,Excellent (≤300m),False
01JEA0160055,78,21,16,107.31560089,Excellent (≤300m),False
01JGA0136000,89,21,9,134.67221626,Excellent (≤300m),False
01JGD0944000,81,21,6,83.07596867,Excellent (≤300m),False
01JJA0111014,65,21,8,141.59871435,Excellent (≤300m),False
01JLA0160056,67,21,15,99.23826802,Excellent (≤300m),False
01JLI2752000,73,22,5,22.79048662,Excellent (≤300m),False
01JME1349000,76,21,16,64.07903645,Excellent (≤300m),False
01JPN2160000,65,22,2,208.37100905,Excellent (≤300m),False
01JRA1057000,68,21,6,83.07596867,Excellent (≤300m),False
01JSN1963001,62,21,12,15.98064041,Excellent (≤300m),False
01KAA0160018,88,21,9,97.64558051,Excellent (≤300m),False
01KAA2328000,97,21,13,164.91038097,Excellent (≤300m),False
01KAA2340001,85,21,13,164.91038097,Excellent (≤300m),False
01KAA2928001,97,21,12,15.98064041,Excellent (≤300m),False
01KAW0160016,65,21,9,102.97407596,Excellent (≤300m),False
01KBA0641001,84,22,8,120.59352107,Excellent (≤300m),False
01KBS1734001,91,21,16,64.07903645,Excellent (≤300m),False
01KCE1334000,91,21,2,327.97588836,Good (300-600m),False
01KDD1257000,68,22,2,163.39046252,Excellent (≤300m),False
01KDG0142001,83,21,13,220.81707869,Excellent (≤300m),False
01KDL0160013,65,21,12,37.7308728,Excellent (≤300m),False
01KDY2951000,74,22,4,300.84398635,Good (300-600m),False
01KDY3047001,78,21,12,84.87987914,Excellent (≤300m),False
01KEA2047001,78,21,16,64.07903645,Excellent (≤300m),False
01KEA2448000,77,21,10,25.36370695,Excellent (≤300m),False
01KEE0144003,81,22,8,62.58330494,Excellent (≤300m),False
01KES2954000,71,22,10,73.86549158,Excellent (≤300m),False
01KGE2556000,69,22,5,243.60324214,Excellent (≤300m),False
01KGT0353000,72,21,14,206.52537069,Excellent (≤300m),False
01KHY0160053,67,22,3,117.04511868,Excellent (≤300m),False
01KIE0160006,88,22,8,52.13547177,Excellent (≤300m),False
01KJE0150008,75,21,16,109.80363453,Excellent (≤300m),False
01KJI2659000,66,22,10,236.94138885,Excellent (≤300m),False
01KJN1438002,87,22,3,185.08349551,Excellent (≤300m),False
01KKA1256000,69,22,4,302.49975494,Good (300-600m),False
01KLA0160058,90,21,8,120.06997205,Excellent (≤300m),False
01KLE0552000,73,22,7,107.05499688,Excellent (≤300m),False
01KLV2055001,70,21,7,173.98866087,Excellent (≤300m),False
01KML0162003,63,22,2,258.7795335,Excellent (≤300m),False
01KML2449002,76,21,13,220.81707869,Excellent (≤300m),False
01KMT1639003,86,21,6,204.59770147,Excellent (≤300m),False
01KNA1752000,73,21,13,164.91038097,Excellent (≤300m),False
01KNN1443000,82,21,8,203.92080078,Excellent (≤300m),False
01KNY2650001,75,21,13,169.37604015,Excellent (≤300m),False
01KPA0149000,75,22,5,99.15942125,Excellent (≤300m),False
01KRT0160040,85,22,8,120.59352107,Excellent (≤300m),False
01KSA0353002,72,22,2,172.20816467,Excellent (≤300m),False
01KSA2445001,80,21,13,169.37604015,Excellent (≤300m),False
01KSN0162008,63,21,11,30.22013072,Excellent (≤300m),False
