res_id,has_financial_barrier,has_condition_barrier,has_violation_barrier,has_store_accessibility_barrier,has_park_accessibility_barrier,barrier_count,has_any_barrier,has_multiple_barriers
01BRT2446000,False,False,False,False,False,0,False,False
01BSE0132000,False,False,False,False,False,0,False,False
01BSL0361000,True,False,False,False,False,1,True,False
01BSN2559002,False,False,False,False,False,0,False,False
01BSY0349000,False,False,False,False,False,0,False,False
01BUN2841000,False,False,False,False,False,0,False,False
01BVA0762000,False,False,False,False,False,0,False,False
01BWM0146008,False,False,False,False,False,0,False,False
01BWM0460000,False,False,False,False,False,0,False,False
01BWY0847001,False,False,False,False,False,0,False,False
01CAD1341000,False,False,False,False,False,0,False,False
01CAO0738000,False,False,False,False,False,0,False,False
01CBA0160043,False,False,False,False,False,0,False,False
01CBY0549000,False,False,False,False,False,0,False,False
01CCA1941001,False,False,False,False,False,0,False,False
01CCY1562002,False,False,False,False,False,0,False,False
01CDD2559004,False,False,False,False,False,0,False,False
01CDG0118001,True,False,False,False,False,1,True,False
01CDU0756000,True,False,False,False,False,1,True,False
01CED0140001,False,False,False,False,False,0,False,False
01CEE0142001,False,False,False,False,False,0,False,False
01CEH0141004,False,False,False,False,False,0,False,False
01CFC0955001,False,False,False,False,False,0,False,False
01CFG0526001,True,False,False,False,False,1,True,False
01CFG2550000,False,False,False,False,False,0,False,False
01CGD0163001,False,False,False,False,False,0,False,False
01CGY0144000,False,False,False,False,False,0,False,False
01CJG0160048,False,False,False,False,False,0,False,False
01CJH2639000,False,False,False,False,False,0,False,False
01CJH3052001,False,False,False,False,False,0,False,False
01CJN0160200,True,False,False,False,False,1,True,False
01CJN1157007,False,False,False,False,False,0,False,False
01CJN2056001,False,False,False,False,False,0,False,False
01CJN3053002,False,False,False,False,False,0,False,False
01CKE2759000,False,False,False,False,False,0,False,False
01CKM0155001,False,False,False,False,False,0,False,False
01CKN1558001,True,False,False,False,False,1,True,False
01CLA0150033,False,False,False,False,False,0,False,False
01CLA0160279,False,False,False,False,False,0,False,False
01CLN0148000,False,False,False,False,False,0,False,False
01CLN0160311,False,False,False,False,False,0,False,False
01CLS0657002,True,False,False,False,False,1,True,False
01CLY0100014,False,False,False,False,False,0,False,False
01CMA1460002,True,False,False,False,False,1,True,False
01CMD0758001,True,False,False,False,False,1,True,False
01CMD2547000,False,False,False,False,False,0,False,False
01CME0157007,True,False,False,False,False,1,True,False
01CME0249001,False,False,False,False,False,0,False,False
01CME0358001,True,False,False,False,False,1,True,False
01CME0453002,False,False,False,False,False,0,False,False
01CME0660004,False,False,False,False,False,0,False,False
01CMO1063000,False,True,False,False,False,1,True,False
01CMO1948001,False,False,False,False,False,0,False,False
01CMY1537000,True,False,False,False,False,1,True,False
01CNY2358001,True,False,False,False,False,1,True,False
01CPA0126005,False,False,False,False,False,0,False,False
01CPA1253000,True,False,False,False,False,1,True,False
01CPA2656001,True,False,False,False,False,1,True,False
01CPL0861001,False,False,False,False,False,0,False,False
01CRA0160060,True,False,False,False,False,1,True,False
01CRA1348000,False,False,False,False,False,0,False,False
01CRA2730000,False,False,False,False,False,0,False,False
01CRE1357000,True,True,False,False,False,2,True,True
01CSE0463000,False,False,False,False,False,0,False,False
01CSG0349000,False,False,False,False,False,0,False,False
01CSL0951000,True,False,False,False,False,1,True,False
01CSN2858000,False,False,False,False,False,0,False,False
01CSU0112002,True,False,False,False,False,1,True,False
01CTA1556001,False,False,False,False,False,0,False,False
01CTS1957000,False,False,False,False,False,0,False,False
01CVA2244000,True,False,False,False,False,1,True,False
01CWM1756000,True,False,False,False,False,1,True,False
01CWM2260001,False,False,False,False,False,0,False,False
01CYG0234000,False,False,False,False,False,0,False,False
01CYG0450000,False,False,False,False,False,0,False,False
01CYN2652000,False,False,False,False,False,0,False,False
01DAA0160321,False,False,False,False,False,0,False,False
01DAL0160051,False,False,False,False,False,0,False,False
01DAO0155002,True,False,False,False,False,1,True,False
01DBY0158001,False,False,False,False,False,0,False,False
01DCN2662000,False,False,False,False,False,0,False,False
01DDD3054000,False,False,False,False,False,0,False,False
01DDK0160006,True,False,False,False,False,1,True,False
01DDL0163011,False,False,False,False,False,0,False,False
01DEE2857000,True,False,False,False,False,1,True,False
01DEH2529000,False,False,False,False,False,0,False,False
01DEN0160111,False,False,False,False,False,0,False,False
01DJA0146000,False,False,False,False,False,0,False,False
01DJA2847002,False,False,False,False,False,0,False,False
01DJE1153001,True,False,False,False,False,1,True,False
01DMY1457002,False,False,False,False,False,0,False,False
01DMY2850001,False,False,False,False,False,0,False,False
01DPA1760000,True,False,False,False,False,1,True,False
01DRH0160093,False,False,False,False,False,0,False,False
01DSA0944001,False,False,False,False,False,0,False,False
01DSI0560000,False,False,False,False,False,0,False,False
01DSN1162002,False,False,False,False,False,0,False,False
01DTA1262000,False,False,False,False,False,0,False,False
01DTE0960000,True,False,False,False,False,1,True,False
01DTI0563000,True,False,False,False,False,1,True,False
01DTS0161009,False,False,False,False,False,0,False,False
01DVO2858000,False,False,False,False,False,0,False,False
01DWM2731000,True,False,False,False,False,1,True,False
01DXR0113000,False,False,False,False,False,0,False,False
01DZA2034002,False,False,False,False,False,0,False,False
01EAL0149000,False,False,False,False,False,0,False,False
01EBE0140000,True,False,False,False,False,1,True,False
01EEA2458003,False,False,False,False,False,0,False,False
01EEE0130001,False,False,False,False,False,0,False,False
01EGD0148000,True,False,False,False,False,1,True,False
01EJN0160122,True,False,False,False,False,1,True,False
01EJN2361000,False,False,False,False,False,0,False,False
01EJT2156000,False,False,False,False,False,0,False,False
01EME2451000,True,False,False,False,False,1,True,False
01FAN0953000,False,False,False,False,False,0,False,False
01FBE1363000,False,False,False,False,False,0,False,False
01FEN0151000,False,False,False,False,False,0,False,False
01FEN0160063,False,False,False,False,False,0,False,False
01FFE0424000,True,False,False,False,False,1,True,False
01FHY0158001,False,False,False,False,False,0,False,False
01FJH3050000,False,False,False,False,False,0,False,False
01FJS1136000,False,False,False,False,False,0,False,False
01FJS2642000,True,True,False,False,False,2,True,True
01FLA0138001,True,False,False,False,False,1,True,False
01FLA0748000,False,False,False,False,False,0,False,False
01FME3060000,True,False,False,False,False,1,True,False
01FML0347000,False,False,False,False,False,0,False,False
01FMT3060000,True,False,False,False,False,1,True,False
01FMY2251000,True,False,False,False,False,1,True,False
01FPL0944000,True,True,False,False,False,2,True,True
01FTI2756000,False,False,False,False,False,0,False,False
01FVA1852001,False,False,False,False,False,0,False,False
01FVT0160010,False,False,False,False,False,0,False,False
01FWA2056001,False,False,False,False,False,0,False,False
01FYA2224000,True,False,False,False,False,1,True,False
01GAL0957001,False,False,False,False,False,0,False,False
01GAR0160018,False,False,True,False,False,1,True,False
01GBA0155007,False,False,False,False,False,0,False,False
01GBS0654000,False,False,False,False,False,0,False,False
01GBY0146002,True,False,False,False,False,1,True,False
01GCL0158003,False,False,False,False,False,0,False,False
01GEA3146000,False,False,False,False,False,0,False,False
01GED2246000,False,False,False,False,False,0,False,False
01GFK0161000,False,False,False,False,False,0,False,False
01GFK0452000,False,False,False,False,False,0,False,False
01GGN2353000,False,False,False,False,False,0,False,False
01GGY1349000,False,False,False,False,False,0,False,False
01GHG0361000,True,False,False,False,False,1,True,False
01GHN1963000,False,False,False,False,False,0,False,False
01GJA2655000,False,False,False,False,False,0,False,False
01GKA0154000,False,False,False,False,False,0,False,False
01GLA0833001,False,False,False,False,False,0,False,False
01GLE2352002,False,False,False,False,False,0,False,False
01GLN2762001,True,False,False,False,False,1,True,False
01GML0344000,False,False,False,False,False,0,False,False
01GML1161002,False,False,False,False,False,0,False,False
01GML2462001,False,False,False,False,False,0,False,False
01GMT0133000,False,False,False,False,False,0,False,False
01GPK0154001,False,False,False,False,False,0,False,False
01GPK1845001,False,False,False,False,False,0,False,False
01GPL0153003,False,False,False,False,False,0,False,False
01GPR1749000,False,False,False,False,False,0,False,False
01GSA0153002,False,False,False,False,False,0,False,False
01GSN0148007,False,False,False,False,False,0,False,False
01GTA0160329,False,False,False,False,False,0,False,False
01GTE1561000,False,False,False,False,False,0,False,False
01GVA0108006,True,False,False,False,False,1,True,False
01GWM2638000,False,False,False,False,False,0,False,False
01GXE0145000,False,False,False,False,False,0,False,False
01HCG0160036,False,False,False,False,False,0,False,False
01HEH1653000,False,False,False,False,False,0,False,False
01HFE2661000,False,False,False,False,False,0,False,False
01HGA0949001,True,False,False,False,False,1,True,False
01HHN0160072,True,False,False,False,False,1,True,False
01HJA0648002,False,False,False,False,False,0,False,False
01HJN0100118,True,False,False,False,False,1,True,False
01HJS0143005,False,False,False,False,False,0,False,False
01HKI0160031,False,False,False,False,False,0,False,False
01HMA0160502,False,False,False,False,False,0,False,False
01HME0152006,True,False,False,False,False,1,True,False
01HML0754000,False,False,False,False,False,0,False,False
01HML2459000,False,False,False,False,False,0,False,False
01HMN1859000,False,False,False,False,False,0,False,False
01HMN2962000,False,False,False,False,False,0,False,False
01HMY0346000,False,False,False,False,False,0,False,False
01HPA1354000,False,True,False,False,False,1,True,False
01HPI1541003,False,False,False,False,False,0,False,False
01HPL1153000,False,False,False,False,False,0,False,False
01HPL2463004,True,False,False,False,False,1,True,False
01HRD1262000,True,False,False,False,False,1,True,False
01HSA0160242,False,False,False,False,False,0,False,False
01HTA1462000,False,False,False,False,False,0,False,False
01HTS0149005,False,False,False,False,False,0,False,False
01HTS2856000,False,True,False,False,False,1,True,False
01HYN0160040,False,False,False,False,False,0,False,False
01HZN2233000,False,False,False,False,False,0,False,False
01IEA1640000,False,False,False,False,False,0,False,False
01IFH0140000,False,False,False,False,False,0,False,False
01INA0528000,False,False,False,False,False,0,False,False
01IPR3053000,False,False,False,False,False,0,False,False
01JAR0160079,False,False,False,False,False,0,False,False
01JAY0160008,False,False,False,False,False,0,False,False
01JBA2255003,False,False,False,False,False,0,False,False
01JBE1863000,False,False,False,False,False,0,False,False
01JEA0160055,False,False,False,False,False,0,False,False
01JGD0944000,True,True,False,False,False,2,True,True
01JJA0111014,False,False,False,False,False,0,False,False
01JPN2160000,False,False,False,False,False,0,False,False
01JRA1057000,True,True,False,False,False,2,True,True
01JSN1963001,True,False,False,False,False,1,True,False
01KAA0160018,True,False,False,False,False,1,True,False
01KAA2328000,False,False,False,False,False,0,False,False
01KAA2340001,False,False,False,False,False,0,False,False
01KAA2928001,True,False,False,False,False,1,True,False
01KCE1334000,True,False,False,False,False,1,True,False
01KDD1257000,True,False,True,False,False,2,True,True
01KDG0142001,False,False,False,False,False,0,False,False
01KDL0160013,False,False,False,False,False,0,False,False
01KDY2951000,False,False,False,False,False,0,False,False
01KDY3047001,False,False,False,False,False,0,False,False
01KEA2448000,False,False,False,False,False,0,False,False
01KEE0144003,True,False,False,False,False,1,True,False
01KES2954000,False,False,False,False,False,0,False,False
01KGT0353000,False,False,False,False,False,0,False,False
01KJE0150008,False,False,False,False,False,0,False,False
01KJI2659000,False,False,False,False,False,0,False,False
01KJN1438002,False,False,False,False,False,0,False,False
01KKA1256000,False,False,False,False,False,0,False,False
01KLA0160058,False,False,False,False,False,0,False,False
01KLE0552000,False,False,False,False,False,0,False,False
01KLV2055001,False,False,False,False,False,0,False,False
01KML0162003,True,False,False,False,False,1,True,False
01KML2449002,False,False,False,False,False,0,False,False
01KNA1752000,False,False,False,False,False,0,False,False
01KNN1443000,False,True,False,False,False,1,True,False
01KNY2650001,False,False,False,False,False,0,False,False
01KPA0149000,True,False,False,False,False,1,True,False
01KSA0353002,True,False,False,False,False,1,True,False
01KSA2445001,False,False,False,False,False,0,False,False
01KSU0142000,False,False,False,False,False,0,False,False
01KVR0160045,False,False,False,False,False,0,False,False
01KWI2049000,False,False,False,False,False,0,False,False
01LAA2360001,True,False,False,False,False,1,True,False
01LAE0435000,False,False,False,False,False,0,False,False
01LAW0163003,True,False,False,False,False,1,True,False
01LBT2141000,False,False,False,False,False,0,False,False
01LCI1948001,False,False,True,False,False,1,True,False
01LCO0115005,False,False,False,False,False,0,False,False
01LDD0143002,False,True,False,False,False,1,True,False
01LDD2363001,True,False,False,False,False,1,True,False
01LEC1153000,False,False,False,False,False,0,False,False
01LFA2946000,False,False,False,False,False,0,False,False
01LGY0856001,False,False,False,False,False,0,False,False
01LHN1049000,False,False,False,False,False,0,False,False
01LHU0149000,True,False,False,False,False,1,True,False
01LIR0160010,False,False,False,False,False,0,False,False
01LJE0260003,False,False,False,False,False,0,False,False
01LJE1452000,False,False,False,False,False,0,False,False
01LJH0135001,True,False,False,False,False,1,True,False
01LJK0156000,True,False,False,False,False,1,True,False
01LJN0153012,False,False,False,False,False,0,False,False
01LJN1761000,True,False,False,False,False,1,True,False
01LJY0164001,False,False,False,False,False,0,False,False
01LKI0251000,False,False,False,False,False,0,False,False
01LKM0557000,False,False,False,False,False,0,False,False
01LKM1355001,False,False,False,False,False,0,False,False
01LKN2963004,False,False,False,False,False,0,False,False
01LLA0147007,False,False,False,False,False,0,False,False
01LLD0145000,False,False,True,False,False,1,True,False
01LLE3056000,True,False,False,False,False,1,True,False
01LLY2463000,False,False,False,False,False,0,False,False
01LMA0129000,False,False,False,False,False,0,False,False
01LML0160055,True,False,False,False,False,1,True,False
01LML1148000,False,False,False,False,False,0,False,False
01LPG3052000,False,False,False,False,False,0,False,False
01LPR1862002,True,True,False,False,False,2,True,True
01LPY0352000,False,False,False,False,False,0,False,False
01LRA0156001,False,False,False,False,False,0,False,False
01LRA2555000,False,False,False,False,False,0,False,False
01LRE0856000,False,False,False,False,False,0,False,False
01LSH0156001,False,False,False,False,False,0,False,False
01LSO1859000,False,False,False,False,False,0,False,False
01LVA1235002,False,False,False,False,False,0,False,False
01LVN2141000,False,False,False,False,False,0,False,False
01LWE1655000,False,False,False,False,False,0,False,False
01LYM0142000,False,False,False,False,False,0,False,False
01LYN1660001,False,False,False,False,False,0,False,False
01LYT0848002,False,False,False,False,False,0,False,False
01MAO1260001,False,False,False,False,False,0,False,False
01MAR0453000,False,False,False,False,False,0,False,False
01MBN0754000,True,False,False,False,False,1,True,False
01MBT0460000,False,False,False,False,False,0,False,False
01MCE1649000,False,False,False,False,False,0,False,False
01MCR0547000,False,False,False,False,False,0,False,False
01MCS1755000,False,False,False,False,False,0,False,False
01MDA0137004,False,False,False,False,False,0,False,False
01MDA1253000,True,False,False,False,False,1,True,False
01MDD0646002,True,False,False,False,False,1,True,False
01MDS0129000,False,False,False,False,False,0,False,False
01MEE2749000,True,False,False,False,False,1,True,False
01MFA1733000,True,False,False,False,False,1,True,False
01MFS0941000,False,False,False,False,False,0,False,False
01MGD0362000,False,False,False,False,False,0,False,False
01MGO0197005,False,False,False,False,False,0,False,False
01MGO2052000,False,False,False,False,False,0,False,False
01MHN0160048,False,False,False,False,False,0,False,False
01MHN0742001,True,False,False,False,False,1,True,False
01MIA1055000,False,False,False,False,False,0,False,False
01MJE0461002,False,False,False,False,False,0,False,False
01MJE2262000,False,False,False,False,False,0,False,False
01MJN0158043,False,False,False,False,False,0,False,False
01MJN2259001,True,False,False,False,False,1,True,False
01MJS0150027,True,False,False,False,False,1,True,False
01MJY1763001,False,False,False,False,False,0,False,False
01MKH2261000,True,False,False,False,False,1,True,False
01MKK0153001,False,False,False,False,False,0,False,False
01MKN2059006,True,False,False,False,False,1,True,False
01MMA0158020,False,False,False,False,False,0,False,False
01MME0257000,False,False,False,False,False,0,False,False
01MML2855001,False,False,False,False,False,0,False,False
01MML3057002,False,False,False,False,False,0,False,False
01MMN1141000,False,False,False,False,False,0,False,False
01MMY2959000,False,False,False,False,False,0,False,False
01MNA0160052,False,False,False,False,False,0,False,False
01MNA0160102,True,False,False,False,False,1,True,False
01MOA3030000,False,False,False,False,False,0,False,False
01MPL0648000,False,False,False,False,False,0,False,False
01MPO3160000,False,False,False,False,False,0,False,False
01MPY1048000,True,False,False,False,False,1,True,False
01MQN1762000,False,False,False,False,False,0,False,False
01MRA1633000,False,False,False,False,False,0,False,False
01MRD0261000,False,False,False,False,False,0,False,False
01MRD0354000,False,False,False,False,False,0,False,False
01MRD1060006,True,False,False,False,False,1,True,False
01MRD1260002,True,False,False,False,False,1,True,False
01MRN1659000,False,False,False,False,False,0,False,False
01MRT0132006,False,False,False,False,False,0,False,False
01MRT2254002,False,False,False,False,False,0,False,False
01MSA0116004,True,False,False,False,False,1,True,False
01MSA0160729,False,False,False,False,False,0,False,False
01MSA0729000,False,False,False,False,False,0,False,False
01MSE2758000,False,False,False,False,False,0,False,False
01MSH0160341,True,False,False,False,False,1,True,False
01MSN1758001,False,False,False,False,False,0,False,False
01MSN2459006,False,False,False,False,False,0,False,False
01MSN3162002,False,False,False,False,False,0,False,False
01MTA1841000,False,False,False,False,False,0,False,False
01MTY0863002,False,False,False,False,False,0,False,False
01MUA0159000,True,False,False,False,False,1,True,False
01MVA2062002,False,False,False,False,False,0,False,False
01MVU0354000,False,False,False,False,False,0,False,False
01MWM1962000,False,False,False,False,False,0,False,False
01MYE2639001,False,False,False,False,False,0,False,False
01NBE0647000,True,False,False,False,False,1,True,False
01NDC0147001,False,False,False,False,False,0,False,False
01NEA2760000,False,False,False,False,False,0,False,False
01NEE0549000,True,False,False,False,False,1,True,False
01NFE2852000,False,False,False,False,False,0,False,False
01NHY0154002,False,False,False,False,False,0,False,False
01NJH0176001,False,False,False,False,False,0,False,False
01NLV0195000,False,False,False,False,False,0,False,False
01NSN0540003,False,False,False,False,False,0,False,False
01NSN1349000,False,False,False,False,False,0,False,False
01NTT1059000,False,False,False,False,False,0,False,False
01OAM0160032,False,False,False,False,False,0,False,False
01OFD1136000,False,False,False,False,False,0,False,False
01OJT3060000,False,False,False,False,False,0,False,False
01OLE0135002,False,False,False,False,False,0,False,False
01OMY0940000,True,False,False,False,False,1,True,False
01OPL3155000,False,False,False,False,False,0,False,False
01ORA0557000,False,False,False,False,False,0,False,False
01OSE0350000,True,False,False,False,False,1,True,False
01OTS0762000,False,False,False,False,False,0,False,False
01OVA0160003,False,False,False,False,False,0,False,False
01OVR3154001,False,False,False,False,False,0,False,False
01PAA0129001,False,False,False,False,False,0,False,False
01PAA0229000,True,False,False,False,False,1,True,False
01PAA1538000,False,False,False,False,False,0,False,False
01PAA1948002,True,False,False,False,False,1,True,False
01PAD2249000,False,False,False,False,False,0,False,False
01PAE2462000,False,False,False,False,False,0,False,False
01PAO0160011,True,False,False,False,False,1,True,False
01PAO0160105,True,False,False,False,False,1,True,False
01PAR0852000,False,False,False,False,False,0,False,False
01PCE0856000,False,False,False,False,False,0,False,False
01PCL0160134,False,False,False,False,False,0,False,False
01PDA1545000,False,False,False,False,False,0,False,False
01PDL2441000,False,False,False,False,False,0,False,False
01PDY1242000,False,False,False,False,False,0,False,False
01PEY1941001,True,False,False,False,False,1,True,False
01PGA2956000,True,False,False,False,False,1,True,False
01PGO0160028,False,False,False,False,False,0,False,False
01PHG2760002,True,False,False,False,False,1,True,False
01PHO2065000,False,False,False,False,False,0,False,False
01PIA0160056,True,False,False,False,False,1,True,False
01PIR2449001,False,False,False,False,False,0,False,False
01PJS2057002,False,False,False,False,False,0,False,False
01PKM0160002,False,False,False,False,False,0,False,False
01PLV0239000,False,False,False,False,False,0,False,False
01PMA0160073,False,False,False,False,False,0,False,False
01PMA0162008,False,False,False,False,False,0,False,False
01PMA1657000,False,False,False,False,False,0,False,False
01PMG0757000,True,False,False,False,False,1,True,False
01PML1656001,False,False,False,False,False,0,False,False
01PMY0956002,False,False,False,False,False,0,False,False
01PNA0160230,False,False,False,False,False,0,False,False
01PNS0176001,False,False,False,False,False,0,False,False
01POO0262000,False,False,False,False,False,0,False,False
01PRA2357000,False,False,False,False,False,0,False,False
01PVA0160004,True,False,False,False,False,1,True,False
01PWD1259000,False,False,False,False,False,0,False,False
01PYA0365000,True,False,False,False,False,1,True,False
01PYA0759000,False,False,False,False,False,0,False,False
01QFI2455000,False,False,False,False,False,0,False,False
01RAL0257003,False,False,False,False,False,0,False,False
01RAY0438003,False,False,False,False,False,0,False,False
01RBN0140000,True,False,False,False,False,1,True,False
01RBT0149003,False,False,False,False,False,0,False,False
01RCA1752000,False,False,False,False,False,0,False,False
01RDD2353001,False,False,False,False,False,0,False,False
01RDD2958000,False,False,False,False,False,0,False,False
01RHS0151000,False,False,False,False,False,0,False,False
01RJN2457000,True,False,False,False,False,1,True,False
01RLN2356000,True,False,False,False,False,1,True,False
01RLV2130000,False,False,False,False,False,0,False,False
01RMK0560000,False,False,False,False,False,0,False,False
01RMM2648002,False,False,False,False,False,0,False,False
01RNS2148000,False,False,False,False,False,0,False,False
01RPO2560000,True,False,False,False,False,1,True,False
01RVA3032000,False,False,False,False,False,0,False,False
01RWN0160015,True,False,False,False,False,1,True,False
01RYA0154001,False,True,False,False,False,1,True,False
01RZA0126000,False,False,False,False,False,0,False,False
01SAA0148000,False,False,False,False,False,0,False,False
01SAA2535001,False,False,False,False,False,0,False,False
01SAA2736002,False,False,False,False,False,0,False,False
01SAE2341000,False,False,False,False,False,0,False,False
01SBN2853000,False,False,False,False,False,0,False,False
01SBY0160046,True,False,False,False,False,1,True,False
01SCA0829000,False,True,False,False,False,1,True,False
01SCS0954000,True,False,False,False,False,1,True,False
01SDA1052002,False,False,False,False,False,0,False,False
01SDD0152005,False,False,False,False,False,0,False,False
01SDE0160051,False,False,False,False,False,0,False,False
01SEA0160034,True,False,False,False,False,1,True,False
01SED1037001,False,False,False,False,False,0,False,False
01SEH0862001,False,False,False,False,False,0,False,False
01SEH2454000,False,False,False,False,False,0,False,False
01SER2141000,True,False,False,False,False,1,True,False
01SFA0119007,False,False,False,False,False,0,False,False
01SFK0550000,True,False,False,False,False,1,True,False
01SGE0136002,False,False,False,False,False,0,False,False
01SGE0160106,False,False,False,False,False,0,False,False
01SGG2059000,True,False,False,False,False,1,True,False
01SJE2250001,True,False,False,False,False,1,True,False
01SJN0153012,False,False,False,False,False,0,False,False
01SJN0156016,False,False,False,False,False,0,False,False
01SJN0162033,False,False,False,False,False,0,False,False
01SJN0647004,False,False,False,False,False,0,False,False
01SJS2352002,False,False,False,False,False,0,False,False
01SJY1863000,False,False,False,False,False,0,False,False
01SKN0144004,False,False,False,False,False,0,False,False
01SKY0663000,False,False,False,False,False,0,False,False
01SLA0138000,False,False,False,False,False,0,False,False
01SLD0160034,True,False,False,False,False,1,True,False
01SLD3142000,False,False,False,False,False,0,False,False
01SLE0167011,False,False,False,False,False,0,False,False
01SMA0160074,True,False,False,False,False,1,True,False
01SMN0160559,False,False,False,False,False,0,False,False
01SNL0160049,False,False,False,False,False,0,False,False
01SPG1661000,False,True,False,False,False,1,True,False
01SRA0152002,False,False,False,False,False,0,False,False
01SRA0652000,True,False,False,False,False,1,True,False
01SRA2950000,False,False,False,False,False,0,False,False
01SRD0157007,False,False,False,False,False,0,False,False
01SRE3051000,True,False,False,False,False,1,True,False
01SRH2939001,False,False,False,False,False,0,False,False
01SRN0958000,False,False,False,False,False,0,False,False
01SRT2359000,False,False,False,False,False,0,False,False
01SRT2555004,False,False,False,False,False,0,False,False
01SSA0160915,True,False,False,False,False,1,True,False
01SSA1530001,False,False,False,False,False,0,False,False
01SSI0130000,False,False,False,False,False,0,False,False
01STA2538001,False,False,False,False,False,0,False,False
01STS0263000,False,False,False,False,False,0,False,False
01SVA0160335,False,False,False,False,False,0,False,False
01SVR0161001,False,False,False,False,False,0,False,False
01SXN1849000,False,False,False,False,False,0,False,False
01SYA2234000,False,False,False,False,False,0,False,False
01TAA0160204,True,False,False,False,False,1,True,False
01TAA2930000,False,False,False,False,False,0,False,False
01TAD0133000,True,False,False,False,False,1,True,False
01TAE2846000,True,False,False,False,False,1,True,False
01TAN2450000,False,False,False,False,False,0,False,False
01TBH1756000,True,False,False,False,False,1,True,False
01TBN1650000,False,False,False,False,False,0,False,False
01TBX1547001,False,False,False,False,False,0,False,False
01TBY1760000,True,False,False,False,False,1,True,False
01TCE0122000,False,False,False,False,False,0,False,False
01TDO2057000,False,False,False,False,False,0,False,False
01TGD1358001,False,False,False,False,False,0,False,False
01THO3059000,False,False,False,False,False,0,False,False
01THU1460001,False,False,False,False,False,0,False,False
01THY0251000,False,False,False,False,False,0,False,False
01TMA0954000,False,False,False,False,False,0,False,False
01TMK2660000,True,False,False,False,False,1,True,False
01TML0167003,False,False,False,False,False,0,False,False
01TMN0160132,False,False,False,False,False,0,False,False
01TNY2749000,False,False,False,False,False,0,False,False
01TOS0961000,False,False,False,False,False,0,False,False
